communityName,state,population,householdsize,agePct12t21,agePct12t29,agePct16t24,agePct65up,medIncome,perCapInc,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctUnemployed,PctEmploy,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,ViolentCrimesPerPop,nonViolPerPop
Durangocity,CO,12430,2.7,24.9,37.9,26.9,10.54,22996,11447,2040,18.78,5.4,6.45,57.7,1,7.09,10,70.93,9,63.84,31,219.89,120,851.18,361.75,7653.57
Aberdeencity,WA,16565,2.38,13.22,24.76,12.02,14.92,21762,11816,2965,18.3,9.02,10.96,49.82,1,5.84,28,163.47,20,116.76,41,239.36,198,1155.93,525.42,8762.92
Sumtercity,SC,41943,3.29,14.17,33.31,15.39,9.5,21221,11495,7309,20.71,10.29,5.4,64.5,5,11.66,22,51.31,179,417.46,421,981.86,810,1889.08,1462.29,6068.38
Burrillvilletown,RI,16230,3.05,13.77,25.48,11.32,10.38,37156,13282,862,5.55,13.59,6.21,64.18,0,0,1,5.97,0,0,14,83.64,63,376.37,89.61,1153
AnnArborcity,MI,109592,2.63,23.19,43.75,28.97,6.29,33344,17786,15624,16.08,2.22,3.81,64.65,2,1.83,,,129,117.89,336,307.06,1101,1006.18,,4960.52
Derrytown,NH,29603,2.75,12.23,29.21,11.68,5.1,43419,16990,1113,3.79,3.83,5.47,76.11,0,0,40,133.72,7,23.4,21,70.2,255,852.44,227.32,3309.49
Daniacity,FL,13024,2.25,9.62,20.98,9.8,19.56,23269,13006,2610,20.64,13.67,8.89,53.53,4,28.26,20,141.32,140,989.26,211,1490.96,537,3794.52,2649.8,15920.01
Salemcity,OH,12233,2.44,12.56,23.9,11.25,16.38,23684,11548,1669,13.85,7.17,5.19,55.41,0,0,0,0,0,0,6,46.52,4,31.01,46.52,806.39
Greendalevillage,WI,15128,2.71,14.18,23.6,12.1,10.77,44735,19096,351,2.32,3.31,2.38,69.18,1,6.78,1,6.78,5,33.92,4,27.13,23,156.02,74.62,4782.25
UnionCitycity,NJ,58012,2.81,13.67,29.54,14.16,9.09,25655,11089,10513,18.18,28.42,10.87,60.52,1,1.77,23,40.64,287,507.07,182,321.55,900,1590.11,871.02,4621.91
FosterCitycity,CA,28176,2.51,11.65,26.23,11.54,6.49,60462,28399,827,2.95,1.67,3.4,76.17,1,3.38,1,3.38,17,57.39,36,121.54,111,374.75,185.69,2386.9
Flintcity,MI,140761,2.61,15.83,29.26,14.58,9.58,20176,10415,42218,30.58,8.86,18.29,45.96,48,34.55,,,1039,747.84,2507,1804.45,4024,2896.34,,10343.04
NewBrunswickcity,NJ,41711,3.28,29.2,49.87,35.94,8.48,28289,11252,7561,21.96,15.92,8.85,57.84,5,12.05,18,43.39,311,749.76,289,696.72,797,1921.41,1501.93,7502.41
Houmacity,LA,30495,2.86,14.7,26.81,12.76,10.83,19397,9790,7908,26.41,19.02,8.38,49.62,5,15.87,14,44.43,78,247.56,360,1142.6,296,939.47,1450.47,3980.07
EastPaloAltocity,CA,23451,3.37,16.11,33.41,16.36,5.26,29206,9968,4072,17.55,21.02,10.6,61.09,4,15.4,11,42.35,194,746.87,400,1539.94,367,1412.9,2344.56,4180.94
Brentwoodcity,TN,16392,3.11,17.02,22.02,10.85,5.52,70287,27417,227,1.39,0.72,3.1,66.76,1,4.63,8,37.07,2,9.27,3,13.9,85,393.92,64.88,2335.71
LeagueCitycity,TX,30159,2.85,13.74,27.49,11.16,4.23,45043,17932,1471,4.92,3.66,3.09,74.05,0,0,9,23.81,14,37.04,26,68.79,333,881,129.64,3463.15
NewIberiacity,LA,31828,2.86,15.81,27.77,13.33,11.31,18506,8740,8996,28.67,23.72,13.03,49.77,2,5.91,16,47.24,49,144.68,50,147.63,528,1558.99,345.46,
Astontownship,PA,15080,2.93,14.13,25.04,11.62,11.65,44083,16176,470,3.15,6.68,3.4,67.85,0,0,5,32.6,6,39.12,30,195.61,52,339.05,267.33,2008.22
GloucesterCitycity,NJ,12649,2.75,13.31,26.67,12.53,14.13,28998,12256,1154,9.18,12.78,5.92,59.34,0,0,5,40.23,7,56.32,8,64.37,104,836.82,160.93,3154.17
Shalertownship,PA,30533,2.63,10.86,22.15,10.31,14.78,36972,16029,900,2.95,5.82,3.8,62.67,0,0,1,3.22,4,12.88,20,64.4,46,148.12,80.5,1236.48
Arnoldcity,MO,18828,2.83,14.73,28.34,13.54,7.71,34179,12689,1001,5.38,13.23,5.69,67.52,1,4.94,2,9.87,10,49.37,68,335.69,99,488.72,399.86,3134.72
Goshentownship,OH,12697,2.99,14.78,28.07,12.93,6.4,31617,11216,1060,8.41,12.41,5.71,65.42,0,0,1,7.67,1,7.67,7,53.66,65,498.31,69,1694.27
Chestercity,PA,41856,2.88,16.52,29.11,15.68,12.58,20864,9115,10092,25.16,13.42,12.4,50.54,28,70.83,53,134.07,538,1360.92,1309,3311.24,958,2423.35,4877.06,8770.11
UnionCitycity,TN,10513,2.44,15.3,26.55,13.47,15.25,20745,11784,1763,17.18,14.76,7.56,54.95,1,9.1,7,63.69,12,109.19,81,737.03,266,2420.38,919.02,9190.17
Tampacity,FL,280015,2.44,13,27.51,13.44,13.15,22772,13277,52557,19.44,11.47,6.54,60.13,43,14.83,247,85.21,2965,1022.83,6124,2112.58,8987,3100.23,3235.45,12490.6
Dallascity,TX,1006877,2.5,13.17,31.03,14.35,8.72,27489,16300,177790,17.97,12.32,7.43,65.59,317,30.42,1000,95.96,7420,712.03,9439,905.78,20975,2012.79,1744.19,9015.27
Searcycity,AR,15180,2.9,23.54,37.19,25.92,14.14,20859,11454,2197,17.5,13.16,5.51,50.94,0,0,6,32.78,4,21.86,4,21.86,109,595.56,76.49,3999.56
Bellinghamcity,WA,52179,2.46,19.04,35.4,23.07,12.01,24714,13698,8033,16.68,5.02,4.73,61.09,2,3.44,45,77.51,44,75.78,106,182.57,6898,11881.02,339.31,17859.42
BullheadCitycity,AZ,21951,2.49,9.48,19.57,9.11,20.05,24814,12486,2749,12.8,5.73,6.64,53.26,1,3.56,9,32,32,113.76,185,657.68,565,2008.6,807,7341.18
CulverCitycity,CA,38793,2.4,10.37,24.22,11.12,11.95,42971,21471,2542,6.68,6.29,4.13,67.93,4,10.13,7,17.73,305,772.48,52,131.7,406,1028.29,932.05,5891.14
Newbergcity,OR,13086,2.88,16.23,29.02,14.85,11.41,26974,11413,1320,10.71,7.77,4.35,64.72,0,0,5,33.58,3,20.15,27,181.32,91,611.11,235.04,4378.48
Readingcity,PA,78380,2.5,13.96,28.24,14.44,15,22112,11041,14857,19.41,16.1,8.63,56.74,6,7.66,42,53.59,555,708.13,334,426.16,1521,1940.67,1195.53,7043.06
Rustoncity,LA,20027,2.89,29.58,46.46,34.87,9.8,17826,9610,5036,30.26,8.95,10.69,47.49,0,0,1,4.94,38,187.67,223,1101.34,291,1437.18,1293.95,9116.95
Richmondcity,CA,87425,2.67,13.22,26.57,12.67,10.49,32165,14630,13909,16.1,9.43,9.43,58.46,52,58.83,82,92.77,977,1105.38,1752,1982.21,2153,2435.91,3239.2,8497.95
Methuentown,MA,39990,2.73,12.69,24.89,11.58,14.98,37701,15598,2842,7.2,11.58,7.65,60.97,2,4.86,20,48.56,43,104.4,85,206.38,258,626.41,364.19,4681.09
Florissantcity,MO,51206,2.67,11.99,25.49,11.43,12.5,36809,14914,1657,3.29,7.89,3.5,65.89,0,0,6,11.57,37,71.37,50,96.44,205,395.4,179.38,2659.8
WestFargocity,ND,12287,2.77,15.72,28.99,13.12,5.31,29661,11389,911,7.44,7.3,4.1,78.26,0,0,4,28.91,0,0,2,14.46,72,520.42,43.37,3259.85
Douglascity,AZ,12822,3.2,18.62,28,14.12,12.89,14994,6619,5512,43.13,36.43,19.22,40.11,0,0,0,0,5,35.15,18,126.54,157,1103.69,161.69,6854.13
Selmacity,AL,23755,2.72,16.96,27.15,13.5,13.84,15917,8844,8233,35.71,16.59,10.89,46.94,8,32.2,39,156.97,84,338.1,681,2740.99,590,2374.72,3268.26,
Nortoncity,OH,11475,2.8,13.65,23.21,11.2,12.88,34198,13836,617,5.4,6.47,5.33,60.94,0,0,0,0,5,42.25,15,126.74,68,574.57,168.99,2729.19
Missioncity,TX,28653,3.45,18.57,29.66,14.96,13.32,17489,6887,10670,37.33,34.49,12.14,44.13,0,0,2,5.11,12,30.64,56,143,456,1164.45,178.75,5709.91
Middletownship,NJ,14771,2.76,11.56,22.94,10.34,15.89,30524,13547,1120,7.99,11.19,7.94,56.19,0,0,10,66.14,3,19.84,22,145.5,162,1071.43,231.48,4027.78
MountLaureltownship,NJ,30270,2.56,10.94,25.55,10.35,9.28,50843,23248,595,1.99,2.69,2.55,72.68,0,0,4,12.91,10,32.27,18,58.09,200,645.49,103.28,2149.5
Greeleycity,CO,60536,2.67,19.66,34.21,21.15,9.64,23462,11461,11044,19.46,11.86,5.67,62.52,3,4.56,20,30.4,25,38,86,130.73,675,1026.05,203.69,6443.62
CostaMesacity,CA,96357,2.57,12.14,33.06,15.62,7.44,40313,18750,8614,9.17,7.4,4.17,74.47,5,5.05,30,30.33,184,186.01,225,227.45,1250,1263.62,448.84,7247.12
LosAlamitoscity,CA,11676,2.84,13.9,30.28,14.04,8.7,45171,19361,495,4.38,5.09,4.24,68.04,0,0,3,24.85,18,149.09,22,182.22,143,1184.46,356.17,4472.79
SouthOrangeVillagetownship,NJ,16390,3.17,22.12,33.08,22.43,11.56,64338,30465,425,3.03,3.25,3.64,65.49,0,0,2,12.01,82,492.26,28,168.09,224,1344.7,672.35,7311.8
RedBluffcity,CA,12363,2.57,13.44,26.6,12.16,14.06,19474,9997,2436,20.41,8.65,9.88,48.71,0,0,6,44.94,16,119.84,109,816.42,106,793.95,981.2,7182.98
Plainfieldtown,IN,10433,2.51,11.98,24.63,11.31,13.56,34466,15307,472,4.59,3.42,2.43,67.82,0,0,7,44.38,2,12.68,21,133.15,69,437.48,190.21,2675.63
Fredericksburgcity,VA,19027,2.55,20.99,38.98,25.15,12.07,26614,13825,2049,12.29,11.51,3.32,61.46,1,4.47,9,40.21,27,120.63,63,281.46,102,455.7,446.77,3471.38
Colleyvillecity,TX,12724,3.11,15.97,21.16,10.79,4.11,77530,31967,159,1.25,2.33,3.12,70.71,0,0,1,5.29,1,5.29,4,21.17,31,164.04,31.75,1423.43
Pittsburgcity,CA,47564,3.04,13.97,29.12,13.19,7.12,38532,13686,5071,10.79,10.56,7,64.56,2,3.82,18,34.42,199,380.52,235,449.36,899,1719.03,868.12,4843.49
MissionViejocity,CA,72820,2.89,14.31,24.75,11.58,7.47,61058,24160,1420,1.96,1.38,2.9,72.49,3,3.56,13,15.43,32,37.99,142,168.58,687,815.59,225.56,2945.37
LongBeachcity,CA,429433,2.7,13.82,31.13,15.56,9.56,31938,15639,69694,16.82,11.53,6.54,62.93,126,28.9,200,45.87,3717,852.46,3073,704.76,6780,1554.92,1631.98,6595.13
Duluthcity,MN,85493,2.47,15.93,28.36,16.25,14.85,23370,12484,13578,16.57,6.48,7.22,55.07,6,7.08,,,53,62.51,221,260.67,859,1013.2,,5198.1
Shelbycity,NC,14669,2.41,13.33,24.32,12.14,17.75,19829,11889,2747,19.27,16.77,8.57,54.03,3,18.67,12,74.69,70,435.68,143,890.02,454,2825.67,1419.06,8956.25
Coronacity,CA,76095,3.18,14.89,30.69,14.33,5.3,43555,15292,6278,8.31,10.42,5.76,68.96,1,1.07,28,29.99,237,253.84,219,234.56,1552,1662.29,519.47,6434.96
Beverlycity,MA,38195,2.58,12.62,25.9,12.77,13.23,39603,18436,2437,6.62,3.83,5.42,65.77,0,0,4,10.27,14,35.93,16,41.06,538,1380.69,87.26,3174.56
CoralSpringscity,FL,79443,2.94,16.71,27.43,12.9,6.39,43428,18319,4087,5.16,3.42,3.85,72.25,1,1.06,18,19.14,42,44.67,216,229.72,689,732.78,294.6,4176.5
NorthBranfordtown,CT,12996,2.9,12.67,24.15,11.24,9.03,50798,19408,266,2.05,3.9,2.81,72.71,0,0,1,7.6,1,7.6,5,38,70,531.96,53.2,1968.23
Geneseetownship,MI,24093,2.74,15.08,27.24,12.83,9.47,30160,12531,3305,13.77,8.36,11.36,52.95,2,8.08,,,15,60.59,92,371.64,278,1123.01,,3470.01
SanBrunocity,CA,38961,2.66,11.64,27.46,12.38,9.68,42019,18289,1802,4.77,5.65,4.12,67.83,0,0,8,19.63,55,134.95,52,127.59,190,466.18,282.16,4480.21
Valdostacity,GA,39806,2.81,19.21,33.9,19.65,9.72,21864,11329,8947,23.83,11.35,7.67,59.19,8,17.5,17,37.19,164,358.76,249,544.7,754,1649.42,958.15,6354.87
OklahomaCitycity,OK,444719,2.49,13.29,27.17,12.7,10.67,25741,13528,69096,15.86,7.06,7.06,62.66,80,17.16,515,110.46,1724,369.77,4161,892.47,10000,2144.85,1389.87,9710.83
PortLavacacity,TX,10886,2.88,15.33,27.52,12.7,9.28,21946,9924,2188,20.44,19.38,9.97,55.43,0,0,3,25.49,8,67.98,135,1147.18,155,1317.13,1240.65,5319.51
Alicecity,TX,19788,3.11,16.25,27.12,13.19,11.2,18962,8515,5546,28.5,24.03,9.97,49.56,0,0,8,38.55,10,48.19,122,587.92,389,1874.61,674.67,6809.31
Sterlingcity,CO,10362,2.4,15.23,26.13,13.2,15.01,20189,10189,1691,16.91,9.71,4.52,60,0,0,2,18.94,1,9.47,14,132.6,67,634.59,161.02,4328.47
Coronadocity,CA,26540,3.62,23.9,45.2,31.94,11.86,47790,21972,688,4.07,2.13,1.71,75.39,3,13.67,3,13.67,19,86.6,48,218.78,214,975.39,332.73,4193.25
Bremertoncity,WA,38142,2.59,15.99,35.51,20.6,11.78,22610,11418,6201,18.1,6.46,7.4,60.43,0,0,43,99.97,63,146.46,161,374.29,366,850.87,620.71,4840.17
RapidCitycity,SD,54523,2.58,14.46,28.86,14.19,10.26,25740,12469,7257,13.65,6.52,5.21,65.82,1,1.72,45,77.26,25,42.92,187,321.04,481,825.78,442.93,
LaPalmacity,CA,15392,3.2,16.96,29.17,15.75,5.24,54364,19337,904,5.89,3.34,2.5,74.04,1,6.22,2,12.43,16,99.45,41,254.85,140,870.21,372.95,4090
Glenviewvillage,IL,37093,2.78,12.17,21.93,10.55,11.83,59020,30531,628,1.71,2.94,2.42,67.1,1,2.65,,,4,10.61,20,53.04,143,379.21,,2405.2
Dinubacity,CA,12743,3.41,16.12,29.5,14.75,10.45,22032,8354,2827,22.58,34.36,14.95,52.83,0,0,3,22.02,10,73.42,67,491.89,195,1431.61,587.33,4977.61
TempleTerracecity,FL,16444,2.57,14.36,28.13,14.18,9.02,37156,19266,1076,6.67,2.42,2.92,71.21,2,12.05,0,0,24,144.54,9,54.2,123,740.79,210.79,3812.33
Bendcity,OR,20469,2.4,13.98,27.04,12.99,11.76,25787,13110,2637,13.15,3.87,4.24,67.33,0,0,10,41.02,26,106.66,86,352.79,353,1448.09,500.47,9463.84
Bernardstownship,NJ,17199,2.71,10.1,20.83,8.73,10.59,70000,33458,246,1.52,3.34,2.86,66.47,0,0,0,0,0,0,14,75.72,46,248.8,75.72,1216.94
Pocatellocity,ID,46080,2.68,16.43,29.57,15.04,9.91,24955,11385,6902,15.34,4.83,6.09,62.45,1,1.96,34,66.73,17,33.37,124,243.39,349,685.01,345.45,4100.26
Clearlakecity,CA,11804,2.28,10.89,18.64,8.68,23.42,16600,9531,2595,22.15,10.62,12.8,34.84,1,7.63,11,83.97,18,137.4,191,1458.02,461,3519.08,1687.02,8763.36
Gulfportcity,MS,40775,2.58,14.11,27.52,13.65,13.11,21174,11451,7877,20.32,8.91,7.69,54.66,4,6.03,29,43.69,86,129.57,143,215.45,473,712.65,394.74,4197.55
Fremontcity,OH,17648,2.65,14.82,27.61,12.85,12.53,25385,11267,2511,14.66,8.68,10.08,56.91,0,0,5,27.45,16,87.85,41,225.13,148,812.65,340.43,5221.83
Midlandcity,MI,37819,2.57,14.51,27.49,14,10.54,39087,19347,3388,9.26,4.43,4.97,61.64,0,0,,,10,25.13,46,115.61,110,276.47,,2747.06
Laurelcity,MS,18827,2.59,14.29,24.41,11.88,16.39,16997,11208,5559,30.18,14.55,9.03,46.67,3,15.34,15,76.69,55,281.19,,,448,2290.39,,8890.59
MountVernoncity,NY,67153,2.67,12.81,26.3,12.37,13.13,34850,15835,7823,11.8,11.54,7.41,60.93,5,7.61,31,47.15,436,663.2,479,728.61,961,1461.77,1446.56,5381.64
Raytowncity,MO,30601,2.41,11.08,22.59,10.15,16.17,32002,14914,1447,4.78,4.62,3.91,63.66,0,0,6,19.87,40,132.45,36,119.21,241,798.01,271.52,3533.11
Natchitochescity,LA,16609,3.11,25.63,37.21,25.06,11.51,14509,7371,5616,39.79,17.18,14.52,46.72,1,5.93,8,47.43,35,207.51,89,527.66,309,1831.98,788.52,6474.18
Lebanoncity,OH,10453,2.62,12.92,27.69,13.22,11.22,27095,12464,881,8.65,10.83,1.93,64.82,0,0,20,170.98,9,76.94,17,145.34,118,1008.81,393.26,4719.16
Pariscity,TX,24699,2.52,14.38,25.52,13.48,17.32,18743,10038,6042,25.43,15.06,8.5,49.81,3,11.99,21,83.96,42,167.92,380,1519.27,552,2206.94,1783.14,9719.33
Hawthorneborough,NJ,17084,2.5,10.14,24.39,11.06,15.73,43109,19342,583,3.42,10.55,3.95,64.06,0,0,5,27.52,5,27.52,4,22.01,84,462.3,77.05,2140.89
DeSotocity,TX,30544,2.84,15.06,26.4,12.05,5.88,45550,18093,1202,3.98,3.23,4.11,75.58,0,0,9,25.31,33,92.8,56,157.48,411,1155.76,275.58,4729.9
SunPrairiecity,WI,15333,2.74,13.82,27.52,12.14,8.57,35301,14268,475,3.13,5.76,2.75,74.66,0,0,4,22.79,0,0,9,51.29,69,393.21,74.08,4348.07
Hendersonvillecity,TN,32188,2.81,15.35,27.21,12.9,7.58,38068,16010,1437,4.49,5.33,3.69,71.42,0,0,11,29.57,13,34.95,125,336.04,217,583.36,400.56,2510.89
BoyntonBeachcity,FL,46194,2.28,9.11,20.12,9.05,27.21,28824,16668,4367,9.59,9.6,5.26,50.58,4,7.69,15,28.84,201,386.45,486,934.4,972,1868.8,1357.38,7225.26
Raritantownship,NJ,15616,2.83,10.82,23.03,9.46,7.24,61524,24637,356,2.31,3.8,2.46,74.58,0,0,1,6.26,1,6.26,7,43.79,49,306.56,56.31,2239.74
TraverseCitycity,MI,15116,2.45,14.71,26.82,14.89,14.42,27373,14636,1258,8.7,6.31,4.19,61.79,0,0,,,2,12.67,32,202.75,98,620.92,,4853.32
Rockwallcity,TX,10486,2.69,13.75,24.67,11.26,8.38,44130,20529,782,7.64,5.83,4.58,67.3,0,0,4,28.67,10,71.67,41,293.86,87,623.57,394.21,3168
Meridiancity,MS,41036,2.54,14.6,26.21,12.93,14.76,18004,10670,11060,27.76,13.01,9.45,51.77,7,16.26,19,44.13,78,181.16,88,204.39,495,1149.69,445.94,4287.54
NewPortRicheycity,FL,14044,2.17,8.94,19.79,9.42,28.94,18514,11294,1969,14.61,10.26,5.97,43.13,0,0,0,0,16,104.43,64,417.7,288,1879.65,522.13,6363.4
LowerAllentownship,PA,15254,2.6,10.9,25.2,11.95,16.15,37461,18304,486,3.65,5.07,2.17,54.63,0,0,2,12.89,4,25.78,9,58.01,34,219.16,96.69,2604.1
Willingborotownship,NJ,36291,3.29,16.24,27.52,13.86,6.63,47121,15774,1614,4.47,2.84,5.61,71.26,1,2.69,10,26.92,34,91.52,64,172.28,273,734.88,293.41,3459.04
RidgefieldParkvillage,NJ,12454,2.51,10.49,27.03,12.12,12.44,42464,19507,634,5.1,8.4,4.59,68.04,0,0,0,0,2,15.9,7,55.64,21,166.93,71.54,1438.79
Emmetttownship,MI,10764,2.62,14.08,24.58,11.8,11.06,30200,13424,1261,11.94,8.18,8.18,58.07,1,9.04,,,16,144.69,53,479.29,149,1347.44,,5453.07
Hinghamtown,MA,19821,2.87,13.98,23.41,12.09,11.26,60274,25726,519,2.64,1.32,5.9,64.66,0,0,3,14.23,4,18.98,1,4.74,127,602.52,37.95,2334.19
ElDoradocity,AR,23146,2.53,13.35,23.9,11.11,16.62,19205,11408,5581,24.83,10.86,7.53,51.51,4,16.54,11,45.49,47,194.38,63,260.55,407,1683.21,516.96,6273.78
Westbrookcity,ME,16121,2.54,13.31,28.02,13.19,12.16,29833,13266,1550,9.67,7.46,4.97,66.06,0,0,4,25.4,4,25.4,5,31.75,121,768.3,82.54,4387.58
Newburghcity,NY,26454,2.94,16.57,30.82,16.04,9.71,22224,9989,6717,26.23,18.45,11.79,55.62,5,19.49,26,101.33,142,553.43,226,880.82,528,2057.84,1555.07,5214.75
Butlertownship,PA,17625,2.58,11.95,21.26,10.76,17.48,31503,14716,1302,7.56,8.35,5.17,53.22,0,0,3,11.35,1,3.78,10,37.82,35,132.38,52.95,1879.8
Lindencity,NJ,36701,2.55,11.36,23.9,11.29,17.89,35911,16308,2049,5.63,13.14,6.69,59.11,1,2.72,8,21.77,90,244.88,96,261.2,359,976.79,530.57,4674.45
Kalamazoocity,MI,80277,2.73,22.64,39.91,26.62,9.28,23207,11956,18621,26.23,6.86,9.17,56.5,8,9.74,,,248,302.07,3332,4058.51,1308,1593.2,,7203.5
ForestParkcity,GA,16925,2.68,13.5,28.34,13.35,10.24,25982,11946,1983,11.95,11.29,6.32,63.76,4,23.94,13,77.8,87,520.65,123,736.09,285,1705.57,1358.47,10029.92
Viennatown,VA,14852,2.8,11.38,23.72,11.04,9.57,61271,23729,459,3.1,4.44,2.5,72.97,1,6.27,3,18.81,4,25.08,7,43.9,66,413.9,94.07,2966.26
Westfieldtown,NJ,28870,2.81,12.02,21.73,10.15,11.98,66760,30748,513,1.79,3.91,2.99,67.62,0,0,2,6.78,9,30.52,15,50.86,97,328.9,88.16,2170.08
GrandTerracecity,CA,10946,2.84,13.38,25.7,11.85,8.32,45127,18940,393,3.64,2.88,4.24,69.99,0,0,5,42.8,19,162.66,13,111.29,211,1806.35,316.75,5624.52
Carsoncity,CA,83995,3.53,16.01,29.52,15.16,7.57,43882,13749,5790,6.95,12.8,7.17,64.75,10,11.05,28,30.95,340,375.79,769,849.94,940,1038.94,1267.73,4148.02
Berkeleytownship,NJ,37319,2.12,6.03,11.33,5.33,48.23,23028,13854,1677,4.57,13.67,7.32,28.6,0,0,3,7.81,5,13.01,33,85.86,173,450.13,106.68,2016.5
Auburncity,NY,31258,2.62,11.94,26.05,12.42,16,22271,10638,3952,13.8,10.52,8.96,51.23,2,6.51,10,32.54,17,55.31,30,97.61,177,575.87,191.96,3702.5
Hilliardcity,OH,11796,2.81,13.17,27.54,11.07,6.82,36415,16029,486,4.18,4.25,4.05,69.98,0,0,6,35.72,4,23.82,14,83.36,126,750.22,142.9,3876.15
Davietown,FL,47217,2.64,12.46,26.77,12,8.46,36843,16747,3639,7.77,4.56,4.66,70.62,1,1.72,21,36.09,49,84.21,241,414.17,706,1213.29,536.18,6743.54
Greenfieldtown,MA,18666,2.43,12.33,24.46,11.68,15.81,26680,13693,2145,11.93,6.12,5.91,59.45,0,0,17,89.76,15,79.2,286,1510.03,205,1082.37,1678.99,4102.43
Weirtoncity,WV,22124,2.42,12,21.54,10.13,18.22,28261,13944,2081,9.48,12.65,6.7,49.1,1,4.64,3,13.92,4,18.56,44,204.16,115,533.59,241.28,2032.29
Lenoircity,NC,14192,2.39,13.13,24.44,12.11,16.08,21372,12012,2446,17.55,18.45,5.11,60.68,1,6.71,5,33.55,37,248.26,102,684.38,241,1617.02,972.89,7722.76
Independencecity,KY,10444,3.02,15.65,29.33,13.36,5.97,35951,12564,606,5.82,7.88,3.74,72.41,0,0,2,18.13,2,18.13,6,54.39,61,552.99,90.65,2085.03
Lomitacity,CA,19382,2.46,10.87,27.17,11.82,10.09,36222,16791,2059,10.68,7.12,4.7,67.68,0,0,3,14.42,43,206.63,222,1066.79,209,1004.32,1287.84,3061.03
Milfordtown,CT,49938,2.65,11.88,24.75,11.72,12.78,44142,19099,1836,3.72,6.22,5.5,66.37,0,0,7,14.26,44,89.63,16,32.59,358,729.24,136.48,5457.1
Kokomocity,IN,44962,2.41,13.66,26.91,12.51,12.11,26272,12619,7268,16.45,9.51,8.22,57.67,1,2.15,28,60.3,36,77.53,162,348.87,413,889.42,488.86,5127.6
WestMonroecity,LA,14096,2.39,13.41,25.72,12.61,16.01,18519,11520,2873,21.01,11.58,7.44,52.27,2,13.85,6,41.55,5,34.63,75,519.43,133,921.12,609.46,8899.51
RedWingcity,MN,15134,2.53,12.83,24.28,11.42,14.34,27111,13161,1378,9.53,11.66,4.52,62.09,2,12.59,,,4,25.17,22,138.45,108,679.67,,4852.11
RedondoBeachcity,CA,60167,2.25,8.78,29.76,11.31,6.69,51913,26230,3355,5.59,2.66,3.38,78.45,4,6.2,17,26.33,145,224.6,221,342.32,849,1315.08,599.45,5636.7
Leesburgcity,FL,14903,2.35,11.77,22.27,10.95,21.61,20213,11457,2854,19.62,12.38,7.76,50.09,2,10.15,16,81.16,64,324.66,316,1603,405,2054.48,2018.97,6665.65
Sanfordtown,ME,20463,2.67,13.4,26.11,11.67,11.81,27824,12053,2095,10.4,12.88,7.09,62.32,0,0,0,0,3,14.43,4,19.23,175,841.51,33.66,3322.75
Mariettacity,OH,15026,2.53,16.54,27.96,16.23,14.53,20950,11646,2435,17.68,10.27,6.82,55.09,1,6.57,9,59.12,8,52.55,15,98.54,84,551.8,216.78,4920.19
LakeOswegocity,OR,30576,2.45,12.3,21.09,9.27,9.99,51499,27946,1119,3.69,1.1,3.01,69.28,0,0,7,20.76,10,29.65,29,85.99,167,495.2,136.4,2570.87
Renocity,NV,133850,2.34,12.38,28.35,14.27,10.86,28388,16091,15085,11.52,5.49,5.5,68.54,16,10.51,129,84.7,432,283.66,470,308.61,1837,1206.22,687.49,6957.6
Johnstontown,RI,26542,2.66,11.37,24.09,11.63,15.5,32596,14281,1754,6.73,10.71,5.1,62.21,0,0,1,3.65,7,25.57,17,62.09,190,693.96,91.31,3360.24
GlendaleHeightsvillage,IL,27973,2.91,14.07,33.1,14.07,3.94,42822,15715,755,2.7,5.66,4.16,78.79,0,0,,,7,23.95,21,71.85,81,277.12,,2695.95
Rockfordcity,IL,139426,2.54,13.31,26.51,12.69,12.83,28282,14109,18127,13.35,8.89,6.11,61.04,22,15.42,,,774,542.39,1177,824.79,4021,2817.74,,9522.57
LaPuentecity,CA,36955,4.1,18.71,35.04,17.86,5.66,33273,9060,5143,14.02,23.05,9.23,59.94,8,20.4,18,45.89,171,435.97,456,1162.58,287,731.71,1664.84,3049.23
WalnutCreekcity,CA,60569,2.14,9.6,21.09,9.53,19.52,45529,26354,2276,3.81,1.71,3.27,60.13,1,1.6,10,16.04,42,67.37,130,208.53,544,872.61,293.54,4252.35
Wausaucity,WI,37060,2.52,12.47,25.13,12.04,15.05,25505,13169,4232,11.7,14.49,3.99,60.74,0,0,6,15.34,9,23.01,4,10.23,210,536.91,48.58,3809.48
UpperDarbytownship,PA,81177,2.48,11.05,26.27,11.64,15.14,32356,15497,5653,6.99,6.28,4.78,62.82,2,2.42,12,14.53,93,112.63,127,153.81,298,360.9,283.39,3105.21
Louisvillecity,CO,12361,2.68,9.42,20.29,6.65,4.05,43379,18146,574,4.65,2.74,3.24,79.53,0,0,2,11.21,2,11.21,50,280.33,90,504.6,302.76,2315.54
Napervillecity,IL,85351,2.93,13.87,24.98,11.28,4.99,60979,23934,1278,1.52,1.7,2.38,73.98,2,2.16,,,20,21.6,58,62.64,293,316.44,,2639.54
Hollistercity,CA,19212,3.26,15.93,30.76,14.4,8.03,32857,11415,2225,11.71,22.73,10.99,62.77,0,0,1,4.52,21,94.99,181,818.71,240,1085.58,918.22,4758.46
