Price,Area,Location,No_of_Bedrooms
31800000,2540,Bellandur,4
30500000,3596,Bellandur,4
36000000,4239,Bellandur,5
22599999,2666,Bellandur,3
27799999,3273,Bellandur,3
22900000,2697,Bellandur,3
45000000,5300,Bellandur,5
30800000,3633,Bellandur,4
45700000,5384,Bellandur,5
36400000,4289,Bellandur,5
7900000,1660,Bellandur,3
14000000,2814,Bellandur,4
9100000,997,Bellandur,2
7718000,931,Bellandur,2
9100000,997,Bellandur,2
9529000,931,Bellandur,2
9579000,998,Bellandur,2
8240000,995,Bellandur,2
4469000,835,Bellandur,2
8173000,445,Bellandur,1
8183000,992,Bellandur,2
15700000,838,Bellandur,2
9340000,828,Bellandur,2
15500000,968,Bellandur,2
13600000,866,Bellandur,2
14500000,833,Bellandur,2
22400000,1002,Bellandur,2
15100000,1075,Bellandur,3
5339000,851,Bellandur,2
4890000,1150,Bellandur,3
7884000,990,Bellandur,2
8379000,844,Bellandur,2
7234999,415,Bellandur,1
8950000,988,Bellandur,2
7645999,849,Bellandur,2
18600000,1146,Bellandur,2
12900000,1359,Bellandur,2
8345999,2120,Bellandur,3
21700000,1184,Bellandur,2
19300000,1170,Bellandur,2
10100000,1355,Bellandur,2
9551000,1355,Bellandur,2
9523000,1604,Bellandur,3
10100000,1355,Bellandur,2
9361000,1351,Bellandur,2
9339000,1595,Bellandur,3
8451000,1475,Bellandur,3
9565000,1325,Bellandur,2
9530000,1199,Bellandur,2
8606000,1357,Bellandur,2
9579000,1352,Bellandur,2
10100000,1221,Bellandur,2
9323000,1359,Bellandur,2
9100000,1607,Bellandur,3
9719000,1469,Bellandur,3
8345999,1291,Bellandur,2
8247000,1185,Bellandur,2
8169000,1184,Bellandur,2
8240000,1170,Bellandur,2
8219000,1159,Bellandur,2
8120000,1169,Bellandur,2
9399000,1166,Bellandur,2
4469000,1152,Bellandur,2
4335000,1146,Bellandur,2
6648999,634,Bellandur,1
5987000,615,Bellandur,1
26800000,3250,Bellandur,4
26300000,3230,Bellandur,4
14300000,3210,Bellandur,4
17700000,3160,Bellandur,4
17500000,2180,Bellandur,3
16600000,2120,Bellandur,3
16000000,2100,Bellandur,3
14100000,1995,Bellandur,3
21200000,1920,Bellandur,3
14600000,2150,Bellandur,3
11299999,3220,Bellandur,4
22599999,1910,Bellandur,4
25299999,2234,Bellandur,4
25700000,1938,Bellandur,4
17300000,2238,Bellandur,4
17500000,2184,Bellandur,4
16299999,1452,Bellandur,3
15600000,1498,Bellandur,3
15000000,1438,Bellandur,3
15000000,1395,Bellandur,3
15300000,1321,Bellandur,3
15300000,1349,Bellandur,3
7208000,1320,Bellandur,3
8400000,1314,Bellandur,3
83000000,1650,Bellandur,3
3236999,2519,Bellandur,4
6528000,2513,Bellandur,4
4133000,1808,Bellandur,3
23100000,1330,Bellandur,2
6038000,1330,Bellandur,2
10000000,1330,Bellandur,2
3650000,1595,Bellandur,3
3869000,1830,Bellandur,3
3869000,1310,Bellari Road,2
3800000,1300,BEML Layout,3
3180000,1350,BEML Layout,3
6292000,1280,BEML Layout,3
6500000,1130,BEML Layout,2
2848000,1256,BEML Layout 5th Stage,3
8120000,1400,BEML Layout 5th Stage,3
7840000,1500,BEML Layout 5th Stage,3
6015000,1500,BEML Layout 5th Stage,3
8400000,1400,BEML Layout 5th Stage,3
2288000,1400,BEML Layout 5th Stage,3
6188000,1450,BEML Layout 5th Stage,3
7840000,1500,BEML Layout 5th Stage,3
7356000,1500,BEML Layout 5th Stage,3
3079000,1525,BEML Layout 5th Stage,3
4133000,1360,BEML Layout 5th Stage,3
3801000,1500,BEML Layout 5th Stage,3
4578000,1500,BEML Layout 5th Stage,3
2288000,1450,BEML Layout 5th Stage,3
14300000,1400,BEML Layout 5th Stage,3
12000000,1500,BEML Layout 5th Stage,3
6250000,1050,Bendre Nagar,2
6250000,1050,Bendre Nagar,2
10900000,1339,Bengaluru Kanakapura Road,2
20000000,1500,Bennigana Halli,3
6000000,1200,Bennigana Halli,2
4237000,760,Benson Town,1
5277000,1400,Bharath Housing Society Layout,3
6250000,1450,Bharath Housing Society Layout,3
30000000,1500,Bharath Housing Society Layout,3
5000000,3000,Bhoopasandra,2
6800000,1305,Bikasipura,1
7200000,1395,Bikasipura,1
15000000,1776,Bilekahalli,3
18000000,1770,Bilekahalli,3
29300000,3012,Bilekahalli,4
22799999,2370,Bilekahalli,3
22500000,2370,Bilekahalli,3
15200000,1792,Bilekahalli,3
25600000,3012,Bilekahalli,4
20099999,2370,Bilekahalli,3
22000000,2368,Bilekahalli,3
17000000,2368,Bilekahalli,3
8700000,5000,Bilekahalli,4
3950000,1887,Bilekahalli,3
5814000,2061,Bilekahalli,3
6200000,3012,Bilekahalli,4
5925000,1792,Bilekahalli,3
6150000,2370,Bilekahalli,3
2840000,1776,Bilekahalli,3
3902000,1887,Bilekahalli,3
8200000,2305,Bileshivale,3
10500000,1455,Bommanahalli,3
9277000,1275,Bommanahalli,2
11600000,1615,Bommanahalli,3
10900000,1515,Bommanahalli,3
10500000,1455,Bommanahalli,3
9859000,1360,Bommanahalli,3
9278000,1275,Bommanahalli,2
9859000,1360,Bommanahalli,3
11600000,1615,Bommanahalli,3
9278000,1275,Bommanahalli,2
11600000,1615,Bommanahalli,3
10900000,1515,Bommanahalli,3
9277000,1275,Bommanahalli,2
11600000,1615,Bommanahalli,3
10900000,1515,Bommanahalli,3
10500000,1455,Bommanahalli,3
9859000,1360,Bommanahalli,3
10900000,1515,Bommanahalli,3
10600000,1515,Bommanahalli,3
3776000,920,Bommanahalli,2
3836999,870,Bommanahalli,2
4686000,885,Bommanahalli,2
3232000,1040,Bommanahalli,2
2768000,735,Bommanahalli,2
3917000,620,Bommanahalli,1
3877000,905,Bommanahalli,2
2558000,895,Bommanahalli,2
3554000,568,Bommanahalli,1
4699000,815,Bommanahalli,2
4928000,1105,Bommanahalli,3
10300000,1100,Bommanahalli,2
4928000,1105,Bommanahalli,3
6498000,1100,Bommanahalli,2
5700000,1885,Bommanahalli,3
9400000,1735,Bommanahalli,3
12000000,1360,Bommanahalli,3
140000000,2870,Bommanahalli,4
8600000,2800,Bommanahalli,4
3217000,1590,Bommanahalli,3
5901000,1345,Bommanahalli,2
5080000,1270,Bommasandra,2
5080000,1270,Bommasandra,2
5080000,1270,Bommasandra,2
5080000,1270,Bommasandra,2
5240000,1310,Bommasandra,3
4120000,1030,Bommasandra,2
5240000,1310,Bommasandra,3
4120000,1030,Bommasandra,2
2436000,870,Bommasandra,2
2800000,1000,Bommasandra,2
4147000,1185,Bommasandra,3
3447000,985,Bommasandra,2
3447000,985,Bommasandra,2
4099000,1015,Bommasandra,2
5180000,1295,Bommasandra,3
3700000,920,Bommasandra,2
4099000,1015,Bommasandra,2
3735000,920,Bommasandra,2
3761999,920,Bommasandra,2
4110000,1005,Bommasandra,2
4000000,1005,Bommasandra,2
3958000,975,Bommasandra,2
3735000,920,Bommasandra,2
4079999,1005,Bommasandra,2
4079999,1005,Bommasandra,2
3929000,975,Bommasandra,2
3820000,955,Bommasandra,2
4220000,1055,Bommasandra,2
4020000,1005,Bommasandra,2
5077000,1260,Bommasandra,3
3900000,1005,Bommasandra,2
4100000,1055,Bommasandra,2
4000000,1000,Bommasandra,2
4100000,1055,Bommasandra,2
5300000,1365,Bommasandra,3
4100000,1055,Bommasandra,2
5300000,1365,Bommasandra,3
5300000,1365,Bommasandra,3
4100000,1055,Bommasandra,2
5300000,1365,Bommasandra,3
4100000,1050,Bommasandra,2
4100000,1055,Bommasandra,2
5300000,1365,Bommasandra,3
4000000,1055,Bommasandra,2
4100000,1055,Bommasandra,2
4100000,1055,Bommasandra,2
4100000,1055,Bommasandra,4
4100000,1020,Bommasandra,2
4200000,1055,Bommasandra,2
3735000,920,Bommasandra,1
3735000,920,Bommasandra,1
5050000,1260,Bommasandra,2
5100000,1260,Bommasandra,3
4000000,1015,Bommasandra,2
4200000,1055,Bommasandra,2
5075000,1280,Bommasandra,3
3975000,1005,Bommasandra,2
4000000,1005,Bommasandra,2
4100000,1055,Bommasandra,2
4100000,1055,Bommasandra,2
5100000,1280,Bommasandra,3
4100000,1055,Bommasandra,2
4100000,1053,Bommasandra,2
4100000,1054,Bommasandra,2
5300000,1361,Bommasandra,3
5300000,1365,Bommasandra,3
4100000,1054,Bommasandra,2
5300000,1361,Bommasandra,3
5300000,1365,Bommasandra,3
13500000,910,Bommasandra,2
175000000,785,Bommasandra,1
7400000,780,Bommasandra,2
53000000,1010,Bommasandra,2
4500000,1060,Bommasandra,2
7840000,1010,Bommasandra,2
3100000,955,Bommasandra,2
3100000,1010,Bommasandra,2
2899000,1010,Bommasandra,2
4144000,1005,Bommasandra,2
2745000,785,Bommasandra,1
300000000,785,Bommasandra,2
4057000,1010,Bommasandra,2
3199000,1005,Bommasandra,2
2549000,920,Bommasandra,2
6300000,1005,Bommasandra,2
3110000,1020,Bommasandra,2
5106000,1015,Bommasandra,2
5803000,1055,Bommasandra,2
4144000,955,Bommasandra,2
10900000,1005,Bommasandra,2
7300000,1010,Bommasandra,2
8009999,735,Bommasandra,1
3120000,1010,Bommasandra,2
3030000,1260,Bommasandra,3
8083000,545,Bommasandra,2
3000000,1020,Bommasandra,2
8358000,1365,Bommasandra,3
3600000,1010,Bommasandra,2
4402000,1260,Bommasandra,3
19000000,955,Bommasandra,2
5868000,1010,Bommasandra,2
4577000,1060,Bommasandra,2
2899000,1089,Bommasandra,2
25200000,1010,Bommasandra,2
6564000,920,Bommasandra,2
4810000,735,Bommasandra,1
4133000,1010,Bommasandra,2
2915000,785,Bommasandra,1
3613000,1010,Bommasandra,2
9115000,1410,Bommasandra,3
12400000,1010,Bommasandra,2
21500000,1010,Bommasandra,2
10500000,1010,Bommasandra,2
8545000,1010,Bommasandra,2
7600000,1150,Brookefield,2
8400000,1047,Brookefield,2
11100000,1397,Brookefield,3
7800000,1047,Brookefield,2
9990000,1047,Brookefield,2
12400000,1397,Brookefield,3
20000000,1724,Brookefield,3
7845999,1204,Brookefield,3
10300000,721,Brookefield,2
11900000,956,Brookefield,3
7015000,1300,Brookefield,2
4500000,1047,Brookefield,2
4060000,1724,Brookefield,3
15000000,1600,Brookefield,3
5612000,1724,Brookefield,3
13899999,1545,BTM Layout,3
20099999,2240,BTM Layout,3
15700000,1750,BTM Layout,3
15700000,1750,BTM Layout,3
13899999,1545,BTM Layout,3
15500000,1730,BTM Layout,3
13899999,1545,BTM Layout,3
15700000,1750,BTM Layout,3
15700000,1750,BTM Layout,3
15700000,1750,BTM Layout,3
13899999,1545,BTM Layout,3
14700000,1545,BTM Layout,3
13899999,1545,BTM Layout,3
13899999,1545,BTM Layout,3
13899999,1545,BTM Layout,3
13899999,1545,BTM Layout,3
13899999,1545,BTM Layout,3
13899999,1545,BTM Layout,3
23600000,2500,BTM Layout,3
29000000,982,BTM Layout 2nd Stage,2
11000000,1225,Budigere,2
5305000,1500,Budigere,3
5070000,935,Budigere Cross,2
7200000,1350,Budigere Cross,3
6500000,1225,Budigere Cross,3
6200000,1165,Budigere Cross,2
5070000,935,Budigere Cross,2
6183000,1350,Budigere Cross,3
6183000,1350,Budigere Cross,3
5610000,1225,Budigere Cross,2
5610000,1225,Budigere Cross,2
9400000,1530,Budigere Cross,3
8600000,1404,Budigere Cross,3
7200000,1157,Budigere Cross,2
8900000,935,Budigere Cross,2
18100000,1225,Budigere Cross,2
4800000,465,Budigere Cross,1
7600000,488,Budigere Cross,1
2750000,815,Budigere Cross,2
4800000,465,Budigere Cross,1
7600000,488,Budigere Cross,1
7595999,815,Budigere Cross,2
8900000,1530,Budigere Cross,3
5070000,1350,Budigere Cross,3
5610000,935,Budigere Cross,2
4809000,1225,Budigere Cross,2
6183000,935,Budigere Cross,2
6863000,1350,Budigere Cross,3
4800000,465,Budigere Cross,1
7600000,488,Budigere Cross,1
12800000,815,Budigere Cross,2
8940000,3840,Budigere Cross,4
6091000,1225,Budigere Cross,3
7040000,1165,Budigere Cross,3
7709999,1330,Budigere Cross,3
5335000,1225,Budigere Cross,2
4250000,1350,Budigere Cross,3
4877000,1165,Budigere Cross,2
4845000,928,Budigere Cross,2
5070000,1065,Budigere Cross,2
3544000,1058,Budigere Cross,2
5070000,935,Budigere Cross,2
3902000,1058,Budigere Cross,2
13000000,935,Budigere Cross,2
13000000,1165,Budigere Cross,2
7709999,1330,Budigere Cross,3
5335000,1225,Budigere Cross,2
4250000,1350,Budigere Cross,3
4877000,1165,Budigere Cross,2
4845000,928,Budigere Cross,2
5070000,1065,Budigere Cross,2
3544000,1058,Budigere Cross,2
5070000,935,Budigere Cross,2
3902000,1058,Budigere Cross,2
13000000,935,Budigere Cross,2
13000000,1165,Budigere Cross,2
7840000,1636,Budigere Cross,3
8400000,1820,Budigere Cross,3
13000000,1660,Budigere Cross,3
3045000,1240,Budigere Cross,2
3050000,1240,Budigere Cross,2
2849000,1660,Budigere Cross,3
3100000,1722,Budigere Cross,3
3100000,809,Budigere Cross,1
3100000,611,Budigere Cross,1
3859000,1099,Budigere Cross,3
2745000,814,Budigere Cross,2
3859000,1260,Budigere Cross,2
6200000,1710,Budigere Cross,3
120000000,1214,Budigere Cross,2
18600000,2640,Budigere Cross,3
6200000,1630,Budigere Cross,3
4500000,3140,Budigere Cross,3
23000000,2990,Budigere Cross,3
4346000,1630,Budigere Cross,3
36000000,1182,Budigere Cross,2
7995999,1217,Byrathi,1
18500000,1585,Byrathi,3
6986000,1277,Carmelaram,2
6081000,1111,Carmelaram,2
7891000,1443,Carmelaram,3
6070000,1109,Carmelaram,2
5961000,1089,Carmelaram,2
8442000,1544,Carmelaram,3
9003000,1647,Carmelaram,3
5923000,1082,Carmelaram,2
6174000,1128,Carmelaram,2
5994000,1095,Carmelaram,2
8180000,1496,Carmelaram,3
7662000,1401,Carmelaram,3
8545000,1144,Carmelaram,2
5364000,1271,Carmelaram,2
8716000,1233,Carmelaram,2
6081000,1277,Carmelaram,2
7891000,1111,Carmelaram,2
6070000,1443,Carmelaram,3
5961000,1109,Carmelaram,2
8442000,1089,Carmelaram,2
9003000,1544,Carmelaram,3
5923000,1647,Carmelaram,3
6174000,1082,Carmelaram,2
5994000,1128,Carmelaram,2
8180000,1095,Carmelaram,2
7662000,1496,Carmelaram,3
5000000,1401,Carmelaram,3
6201000,1144,Carmelaram,2
8441000,1233,Carmelaram,2
5364000,1271,Carmelaram,2
5780000,1404,Carmelaram,3
6381000,1144,Carmelaram,2
6201000,1271,Carmelaram,2
8954000,1233,Carmelaram,2
17900000,1365,Chamrajpet,2
9600000,2005,Chamrajpet,3
3010000,1075,Chandapura,3
2520000,900,Chandapura,2
3038000,1085,Chandapura,2
6150000,975,Chandapura,2
3261999,974,Chandapura,3
3100000,1197,Chandapura,3
2745000,943,Chandapura,3
2975000,875,Chandapura,2
20000000,835,Chandapura,2
2745000,924,Chandapura,2
8120000,1230,Chandapura,2
4000000,590,Chandapura,1
3100000,943,Chandapura,3
3859000,660,Chandapura,2
5467000,875,Chandapura,2
3100000,854,Chandapura,2
2800000,850,Chandapura,2
11900000,947,Chandapura,2
6900000,1325,Chandapura,3
23000000,785,Chandapura,2
5200000,850,Chandapura,2
9900000,660,Chandapura,2
10500000,835,Chandapura,2
22599999,545,Chandapura,2
6175000,850,Chandapura,2
4772000,618,Chandapura,2
10800000,943,Chandapura,3
5883000,943,Chandapura,3
4100000,905,Chandapura,2
3900000,875,Chandapura,2
17700000,1325,Chandapura,3
23300000,780,Chandapura,2
59500000,935,Chandapura,2
6500000,1230,Chandapura,3
9500000,660,Chandapura,2
2150000,873,Chandapura,2
5364000,590,Chandapura,1
8400000,944,Chandapura Anekal Road,2
3045000,1197,Chandapura Anekal Road,3
3100000,940,Chandapura Anekal Road,2
3800000,1020,Chandapura Anekal Road,2
9100000,921,Chandapura Anekal Road,3
10200000,939,Chandapura Anekal Road,2
28000000,3000,Chandapura Anekal Road,2
3261999,947,Chandapura Anekal Road,2
5077000,924,Chandapura Anekal Road,2
3500000,3500,Chandapura Anekal Road,3
8120000,950,Chandapura Anekal Road,2
3519000,900,Chandapura Anekal Road,2
5080000,645,Chandapura Anekal Road,1
7984999,940,Chandapura Anekal Road,2
9261000,947,Chandapura Anekal Road,2
14500000,835,Chandapura Anekal Road,2
7155000,1700,Chandapura Anekal Road,2
3087000,520,Chandapura Anekal Road,1
8302000,908,Chandapura Anekal Road,3
3232000,985,Chandapura Anekal Road,2
21000000,1400,Chandra Layout Extension,3
5500000,1400,Chandra Layout Extension,3
3320000,920,Channasandra Layout,2
3859000,1355,Channasandra Layout,3
11000000,920,Channasandra Layout,2
11200000,920,Channasandra Layout,2
8100000,718,Chikkagubbi on Hennur Main Road,2
10900000,905,Chikkagubbi on Hennur Main Road,3
10500000,972,Chikkagubbi on Hennur Main Road,3
9700000,1560,Chikkagubbi on Hennur Main Road,3
9100000,1450,Chikkagubbi on Hennur Main Road,3
7500000,1200,Chikkagubbi on Hennur Main Road,2
8100000,718,Chikkagubbi on Hennur Main Road,2
10900000,905,Chikkagubbi on Hennur Main Road,3
10500000,972,Chikkagubbi on Hennur Main Road,3
6356000,1180,Chikkagubbi on Hennur Main Road,2
7200000,1450,Chikkagubbi on Hennur Main Road,3
5848000,1450,Chikkagubbi on Hennur Main Road,3
5089000,1180,Chikkagubbi on Hennur Main Road,2
6776000,1561,Chikkagubbi on Hennur Main Road,3
5848000,1450,Chikkagubbi on Hennur Main Road,3
5089000,1180,Chikkagubbi on Hennur Main Road,2
9025000,1561,Chikkagubbi on Hennur Main Road,3
9408000,1165,Chikkagubbi on Hennur Main Road,2
10500000,1402,Chikkagubbi on Hennur Main Road,3
8106999,1446,Chikkagubbi on Hennur Main Road,3
9828000,1561,Chikkagubbi on Hennur Main Road,3
13200000,1180,Chikkagubbi on Hennur Main Road,2
3105000,1450,Chikkagubbi on Hennur Main Road,3
5400000,1200,Chikkalasandra,2
6000000,1135,Chikkalasandra,2
6850000,1305,Chikkalasandra,2
4600000,1075,Chikkalasandra,2
4000000,1075,Chikkalasandra,2
8209000,1150,Chikkalasandra,2
9324000,1150,Chikkalasandra,2
6859999,1400,Chikkalasandra,2
6859999,1400,Chikkalasandra,2
6859999,1400,Chikkalasandra,2
6859999,1325,Chikkalasandra,2
4700000,1150,Chikkalasandra,2
3647999,1025,Chikkalasandra,2
7840000,2043,Chikkalasandra,3
3045000,2009,Chikkalasandra,3
5856000,1500,Chikkanayakanahalli at Off Sarjapur,3
8400000,691,Chikkanayakanahalli at Off Sarjapur,1
4428000,1157,Chikkanayakanahalli at Off Sarjapur,3
6175000,1900,Cooke Town,3
7400000,2125,Cooke Town,3
12400000,1775,Cooke Town,3
8900000,1256,Cooke Town,2
7000000,1500,Cooke Town,3
11700000,2150,Cooke Town,3
9410000,1518,Cox Town,3
14300000,1788,CV Raman Nagar,3
14600000,1836,CV Raman Nagar,3
14200000,1778,CV Raman Nagar,3
15800000,1980,CV Raman Nagar,3
5640000,705,CV Raman Nagar,1
11100000,1392,CV Raman Nagar,2
14600000,1825,CV Raman Nagar,3
13200000,1659,CV Raman Nagar,3
35500000,2742,CV Raman Nagar,4
35200000,2672,CV Raman Nagar,3
7359999,1980,CV Raman Nagar,3
2288000,705,CV Raman Nagar,3
17200000,1660,CV Raman Nagar,3
3800000,2150,CV Raman Nagar Kaggadasapura,3
6300000,1400,Dasarahalli,3
4809000,1400,Dasarahalli,3
7888000,1045,Dasarahalli on Tumkur Road,2
7888000,1045,Dasarahalli on Tumkur Road,2
7888000,1045,Dasarahalli on Tumkur Road,2
9412000,1247,Dasarahalli on Tumkur Road,2
10500000,1486,Dasarahalli on Tumkur Road,3
10200000,1433,Dasarahalli on Tumkur Road,3
9960000,1086,Dasarahalli on Tumkur Road,1
9960000,1086,Dasarahalli on Tumkur Road,1
5900000,1086,Dasarahalli on Tumkur Road,1
5900000,1086,Dasarahalli on Tumkur Road,1
5900000,1086,Dasarahalli on Tumkur Road,1
6200000,1086,Dasarahalli on Tumkur Road,1
5900000,1086,Dasarahalli on Tumkur Road,1
5900000,1086,Dasarahalli on Tumkur Road,1
6200000,1086,Dasarahalli on Tumkur Road,1
23200000,1086,Dasarahalli on Tumkur Road,1
4400000,1446,Dasarahalli on Tumkur Road,3
9639000,1182,Dasarahalli on Tumkur Road,2
11800000,1182,Dasarahalli on Tumkur Road,2
7000000,1446,Dasarahalli on Tumkur Road,3
16800000,1486,Dasarahalli on Tumkur Road,3
4972000,1464,Dasarahalli on Tumkur Road,3
5700000,1098,Dasarahalli on Tumkur Road,2
9412000,1182,Dasarahalli on Tumkur Road,2
4637000,1433,Dasarahalli on Tumkur Road,3
8550000,1247,Dasarahalli on Tumkur Road,2
4600000,615,Dasarahalli on Tumkur Road,1
22400000,610,Dasarahalli on Tumkur Road,1
5335000,1486,Dasarahalli on Tumkur Road,3
3100000,610,Dasarahalli on Tumkur Road,1
14800000,2616,Devanahalli,3
7400000,1323,Devanahalli,3
7200000,1207,Devanahalli,2
4500000,792,Devanahalli,2
4553000,800,Devanahalli,2
4518000,795,Devanahalli,2
7200000,1207,Devanahalli,2
6100000,1043,Devanahalli,2
7200000,1098,Devanahalli,3
6000000,940,Devanahalli,2
5000000,1090,Devanahalli,1
4800000,1020,Devanahalli,1
6798000,1533,Devanahalli,3
6172000,1384,Devanahalli,3
5341000,1186,Devanahalli,2
4938000,1090,Devanahalli,2
3619000,776,Devanahalli,1
3372999,711,Devanahalli,1
4500000,1000,Devanahalli,2
4400000,1000,Devanahalli,2
3840000,1000,Devanahalli,2
3800000,1000,Devanahalli,2
4000000,1000,Devanahalli,2
3847999,1000,Devanahalli,2
3835000,1000,Devanahalli,2
3825000,1000,Devanahalli,2
3865000,1000,Devanahalli,2
3800000,1000,Devanahalli,2
18600000,1174,Devanahalli,2
2899000,930,Devanahalli,2
14600000,2835,Devanahalli,4
3400000,1080,Devanahalli,2
5184000,2545,Devanahalli,4
4476000,1320,Devanahalli,2
16000000,2185,Devanahalli,4
30600000,2730,Devanahalli,3
7800000,1080,Devanahalli,1
6500000,1630,Devanahalli,3
4133000,1205,Devanahalli,2
6043000,2850,Devanahalli,3
23000000,1715,Devanahalli,3
7448000,1080,Devanahalli,2
11500000,1440,Devanahalli,2
17400000,1090,Devanahalli,1
19000000,1060,Devanahalli,1
5420000,1030,Devanahalli,1
2600000,1550,Devanahalli,2
